LName,FName,MI,ANumber,Grad year,Sex,LVL,College,Degree,Program,Major1,Major2,Minor1,Minor2,Conc1,Conc2,Salary,Loans,StartDate,GraduatedAtUindy
Kelley,Margaret,V,A00917365,201510,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,42,100,200910,1
Turner,Dominic,R,A00996962,201520,F,U,CH,BS,BS-CH,PHEP,,PSYC,,,,36,44,201420,0
Jordan,Adeline,T,A00905441,201510,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,33,68,200910,0
Gardner,Earl,P,A00984650,201510,F,U,CH,BS,BS-CH,PHEP,,,,,,57,29,200910,1
White,Jared,Z,A00988929,201520,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,57,48,201320,1
Erickson,Sophia,E,A00939460,201510,F,U,CH,BS,BS-CH,PHEP,,,,,,42,41,201110,0
Sims,Evan,D,A00985981,201520,F,U,CH,BS,BS-CH,PHEP,,,,HDPL,WOHP,62,52,201420,0
Higgins,Sallie,F,A00948595,201520,F,U,CH,BS,BS-CH,PHEP,,,,APPH,POT,39,34,201120,1
Medina,Bertie,I,A00953499,201510,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,62,60,201410,0
Cole,Kathryn,I,A00928460,201520,F,U,CH,BS,BS-CH,PHEP,,,,APPH,HDPL,66,24,201320,1
Warren,Benjamin,A,A00910624,201520,F,U,CH,BS,BS-CH,PHEP,,,,POTD,,35,39,201020,0
Grant,Marc,D,A00956758,201620,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,40,21,201220,0
Burke,Elmer,W,A00922839,201620,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,48,70,201120,1
Lynch,Edwin,U,A00977118,201620,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,24,63,201120,0
Love,Eva,D,A00945903,201620,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,51,22,201020,0
Shelton,Derek,V,A00923598,201620,F,U,CH,BS,BS-CH,PHEP,,,,POT,,61,78,201120,1
McBride,Dean,S,A00993531,201620,F,U,CH,BS,BS-CH,PHEP,,,,WOHP,,69,51,201120,1
Gardner,Charlie,L,A00939219,201620,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,49,16,201020,1
Morales,Matilda,S,A00929148,201620,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,48,78,201020,1
Haynes,Minerva,I,A00941614,201620,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,58,78,201120,1
Barber,Richard,T,A00944651,201620,F,U,CH,BS,BS-CH,PHEP,,PSYC,,APPH,,57,72,201120,1
Wong,Alfred,A,A00973223,201620,F,U,CH,BS,BS-CH,PHEP,,PSYC,,,,40,34,201320,1
Martin,Hettie,N,A00920275,201620,F,U,CH,BS,BS-CH,PHEP,,,,APPH,HDPL,40,54,201520,1
Conner,Richard,W,A00986907,201620,F,U,CH,BS,BS-CH,PHEP,,,,,,61,66,201420,1
Rhodes,Amanda,H,A00912387,201620,F,U,CH,BS,BS-CH,PHEP,,,,,,43,59,201020,1
Grant,Shawn,Q,A00932996,201620,F,U,CH,BS,BS-CH,PHEP,,,,POT,APPH,51,98,201520,0
Collier,Julia,L,A00953937,201620,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,54,83,201120,1
Cannon,Mary,D,A00976849,201720,F,U,CH,BS,BS-CH,PHEP,,,,POTD,,59,68,201620,0
Kelley,Lida,H,A00921784,201720,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,34,70,201620,1
Harmon,Louis,L,A00930711,201720,F,U,CH,BS,BS-CH,PHEP,,,,HDPL,WOHP,45,36,201620,1
Burgess,Clyde,M,A00931973,201720,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,71,48,201520,1
Ortiz,Trevor,R,A00949963,201720,M,U,CH,BS,BS-CH,PHEP,,,,APPH,,57,62,201220,0
Grant,Carl,H,A00943529,201720,F,U,CH,BS,BS-CH,PHEP,,PSYC,,,,43,72,201120,0
Mann,Kyle,A,A00928204,201720,M,U,CH,BS,BS-CH,PHEP,,PSYC,,HON,,59,57,201620,1
Garrett,Barry,S,A00981930,201720,F,U,CH,BS,BS-CH,PHEP,,,,POT,APPH,43,42,201620,0
Lucas,Alvin,H,A00928446,201710,F,U,CH,BS,BS-CH,PHEP,,,,APPH,,72,75,201510,1
Stone,Samuel,X,A00956602,201710,F,U,CH,BS,BS-CH,PHEP,,PSYC,,APPH,,51,67,201110,0
Harvey,Blanche,P,A00929142,201720,F,U,CH,BS,BS-CH,PHEP,,,,POT,,47,22,201320,0
Gonzalez,Duane,I,A00962074,201710,F,U,CH,BS,BS-CH,PHEP,,,,APPH,HDPL,63,13,201210,0
George,Sylvia,P,A00990693,201720,F,U,CH,BS,BS-CH,PHEP,,,,APPH,POT,38,78,201320,0
Valdez,Lloyd,W,A00918268,201020,M,U,AS,BA,BA-AS,PHIL,,BIOL,,ETH,,60,66,200820,0
Young,Celia,F,A00964653,201110,M,U,AS,BA,BA-AS,PHIL,,,,,,28,93,201010,1
Robinson,Delia,F,A00904289,201210,F,U,AS,BA,BA-AS,PHIL,,BIOL,,ETH,,40,33,200810,1
Peters,Gertrude,O,A00962234,201320,F,U,AS,BA,BA-AS,PHIL,,BIOL,,ETH,,47,61,201220,1
Armstrong,Herbert,M,A00927598,201420,M,U,AS,BA,BA-AS,PHIL,,BIOL,,ETH,,45,58,200820,1
Perkins,Ethel,V,A00970728,201510,F,U,AS,BA,BA-AS,PHIL,,BIOL,,ETH,,46,90,201210,0
Romero,Rosalie,Y,A00989020,201610,M,U,AS,BA,BA-AS,PHIL,,,,,,31,65,201510,1
Gilbert,Todd,U,A00922960,201720,F,U,AS,BA,BA-AS,PHIL,,BIOL,,ETH,,57,13,201520,0
Watson,Alex,S,A00947518,201010,M,U,AS,BS,BS-AS,PHME,,MATH,,,,64,80,200510,1
Owen,Fannie,O,A00922971,201110,M,U,AS,BS,BS-AS,PHME,,MATH,,,,41,89,201010,0
Burgess,Julian,O,A00904664,201220,M,U,AS,BS,BS-AS,PHME,,MATH,,,,38,88,200720,1
Lee,Katie,J,A00966514,201320,M,U,AS,BS,BS-AS,PHME,,MATH,,,,32,43,201120,0
Vargas,Carlos,R,A00992089,201420,M,U,CH,AS,AS-CH,PPTA,,,,,,42,35,201320,1
Lambert,Vernon,B,A00910722,201510,M,U,CH,AS,AS-CH,PPTA,,,,,,42,72,201210,1
Sims,Patrick,C,A00918111,201620,M,U,CH,AS,AS-CH,PPTA,,,,,,38,29,201320,0
Stokes,Phillip,G,A00907269,201710,M,U,CH,AS,AS-CH,PPTA,,,,,,59,46,201610,0
Roy,Brian,O,A00972338,201020,F,U,AS,BA,BA-AS,PSCI,,IREL,LEGL,,,44,35,200720,1
Bass,Lottie,V,A00920763,201020,M,U,AS,BA,BA-AS,PSCI,,LEGL,CRIM,,,35,29,200520,1
Logan,Roger,I,A00908037,201020,F,U,AS,BA,BA-AS,PSCI,IREL,,,HON,,46,52,200820,1
Barnes,Roxie,Q,A00995470,201020,F,U,AS,BA,BA-AS,PSCI,,LEGL,PHIL,PLAW,,54,26,200820,0
Sims,Olivia,M,A00938071,201020,F,U,AS,BA,BA-AS,PSCI,IREL,LEGL,,PLAW,,53,57,200620,1
Sims,Danny,R,A00926701,201010,M,U,AS,BA,BA-AS,PSCI,,LEGL,CRIM,,,47,17,200710,0
Price,Tom,T,A00958509,201110,F,U,AS,BA,BA-AS,PSCI,,LEGL,,ETH,,52,63,200610,1
Jenkins,Nancy,S,A00972575,201120,F,U,AS,BA,BA-AS,PSCI,,LEGL,,PLAW,,46,69,200520,1
Sanders,Jeff,H,A00991159,201120,M,U,AS,BA,BA-AS,PSCI,,HIST,IREL,,,64,98,200920,0
Briggs,Eugene,S,A00906934,201120,F,U,AS,BA,BA-AS,PSCI,IREL,,,,,62,59,200520,1
Brooks,Jeffery,L,A00923563,201120,F,U,AS,BA,BA-AS,PSCI,IREL,,,,,50,23,201020,1
Cohen,Virginia,T,A00958632,201220,F,U,AS,BA,BA-AS,PSCI,IREL,,,,,48,10,201120,1
Kim,Cody,W,A00986112,201210,M,U,AS,BA,BA-AS,PSCI,,IREL,,,,36,38,201010,1
Sutton,Hilda,Y,A00909015,201220,F,U,AS,BA,BA-AS,PSCI,,IREL,,,,46,78,200720,0
Cruz,Carrie,W,A00955571,201220,F,U,AS,BA,BA-AS,PSCI,,LEGL,,PLAW,,44,68,200720,1
Saunders,Jesus,O,A00981165,201210,M,U,AS,BA,BA-AS,PSCI,,LEGL,PHIL,PLAW,,39,46,200710,1
Allen,Francis,S,A00903344,201210,M,U,AS,BA,BA-AS,PSCI,IREL,,,,,67,59,200610,1
Flores,Duane,X,A00953985,201220,M,U,AS,BA,BA-AS,PSCI,,LEGL,,ETH,,58,71,201020,0
Sanders,Jerry,O,A00921360,201320,F,U,AS,BA,BA-AS,PSCI,,IREL,,,,61,69,200820,1
Nash,Isabelle,R,A00915057,201320,F,U,AS,BA,BA-AS,PSCI,,LEGL,,ETH,,35,10,200920,1
Hawkins,Alfred,D,A00970440,201320,F,U,AS,BA,BA-AS,PSCI,,IREL,,,,46,60,201020,1
Gomez,Raymond,Z,A00965006,201320,F,U,AS,BA,BA-AS,PSCI,,IREL,,,,56,26,200720,0
Fleming,Richard,C,A00989883,201320,F,U,AS,BA,BA-AS,PSCI,,LEGL,CRIM,,,48,37,201220,1
Pratt,Marie,I,A00976457,201320,F,U,AS,BA,BA-AS,PSCI,IREL,,,,,43,40,201220,1
Walton,Margaret,X,A00967037,201310,F,U,AS,BA,BA-AS,PSCI,,LEGL,,ETH,,63,73,201210,1
Shelton,Nicholas,W,A00906744,201420,F,U,AS,BA,BA-AS,PSCI,,IREL,LEGL,,,53,22,201020,1
Carter,Maggie,J,A00924278,201420,F,U,AS,BA,BA-AS,PSCI,,,,,,45,71,201020,1
Cobb,Ruby,A,A00932287,201420,F,U,AS,BA,BA-AS,PSCI,,,,,,44,67,200820,1
Riley,Carrie,L,A00939939,201410,M,U,AS,BA,BA-AS,PSCI,,LEGL,PHIL,PLAW,,51,46,201310,0
Owens,Jose,B,A00968223,201410,F,U,AS,BA,BA-AS,PSCI,,IREL,,,,64,65,201310,0
Black,Celia,I,A00989245,201420,F,U,AS,BA,BA-AS,PSCI,IREL,,,HON,,55,92,201320,1
Brady,Sarah,I,A00920629,201420,M,U,AS,BA,BA-AS,PSCI,,IREL,LEGL,,,54,68,201220,1
Evans,Lina,S,A00927731,201520,F,U,AS,BA,BA-AS,PSCI,,LEGL,,,,42,59,201320,1
Jimenez,Rena,S,A00925023,201520,F,U,AS,BA,BA-AS,PSCI,,HIST,IREL,,,49,37,201120,0
Shelton,Maud,K,A00909807,201520,F,U,AS,BA,BA-AS,PSCI,,LEGL,,,,51,24,200920,0
Washington,Cameron,X,A00923684,201520,F,U,AS,BA,BA-AS,PSCI,,IREL,LEGL,,,60,97,201020,0
Wagner,Mattie,P,A00930304,201520,F,U,AS,BA,BA-AS,PSCI,,LEGL,PHIL,PLAW,,53,30,201420,1
Murray,Sarah,U,A00969006,201510,F,U,AS,BA,BA-AS,PSCI,,IREL,LEGL,,,50,11,201110,1
Harrison,Terry,E,A00900943,201520,F,U,AS,BA,BA-AS,PSCI,,LEGL,,ETH,,57,92,200920,0
Tran,Beatrice,V,A00910702,201520,F,U,AS,BA,BA-AS,PSCI,,LEGL,PHIL,PLAW,,37,96,201320,1
Doyle,Nellie,P,A00978134,201510,M,U,AS,BA,BA-AS,PSCI,IREL,LEGL,,PLAW,,27,84,201210,1
Caldwell,Victor,T,A00924988,201620,M,U,AS,BA,BA-AS,PSCI,,LEGL,CRIM,,,64,76,201020,1
Osborne,Edith,E,A00917694,201620,F,U,AS,BA,BA-AS,PSCI,,LEGL,,PLAW,,73,97,201420,1
Keller,Linnie,N,A00933904,201620,M,U,AS,BA,BA-AS,PSCI,,LEGL,,PLAW,,49,81,201320,0
Kim,Jean,B,A00999829,201620,F,U,AS,BA,BA-AS,PSCI,,IREL,,,,49,82,201320,1
Smith,Wesley,P,A00901168,201620,M,U,AS,BA,BA-AS,PSCI,,IREL,LEGL,,,55,49,201320,0
Foster,Randy,X,A00948700,201620,M,U,AS,BA,BA-AS,PSCI,,,,,,57,34,201020,1
Russell,Evan,M,A00906515,201620,F,U,AS,BA,BA-AS,PSCI,,LEGL,PHIL,PLAW,,47,28,201120,0
Burton,Sallie,B,A00903459,201620,F,U,AS,BA,BA-AS,PSCI,,LEGL,,PLAW,,52,55,201420,1
Townsend,Effie,S,A00989014,201720,M,U,AS,BA,BA-AS,PSCI,IREL,,,HON,,57,17,201220,1
Harper,May,F,A00908552,201720,F,U,AS,BA,BA-AS,PSCI,IREL,,,HON,,57,60,201120,1
Conner,Steve,H,A00905808,201720,F,U,AS,BA,BA-AS,PSCI,,LEGL,,,,68,98,201620,0
Erickson,Mina,P,A00944861,201720,F,U,AS,BA,BA-AS,PSCI,,LEGL,,ETH,,46,93,201620,0
Gonzalez,Patrick,C,A00950819,201720,M,U,AS,BA,BA-AS,PSCI,,IREL,LEGL,,,62,19,201520,1
Ingram,Jane,P,A00932869,201720,F,U,AS,BA,BA-AS,PSCI,,LEGL,,,,49,15,201520,1
Andrews,Adeline,C,A00926937,201720,F,U,AS,BA,BA-AS,PSCI,,LEGL,PHIL,PLAW,,57,24,201520,0
Simon,May,P,A00920039,201720,F,U,AS,BA,BA-AS,PSCI,,LEGL,PHIL,PLAW,,51,25,201220,1
Robinson,Theresa,T,A00978519,201720,M,U,AS,BA,BA-AS,PSCI,,LEGL,,ETH,,51,34,201520,1
Phelps,Hattie,E,A00903679,201110,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,63,27,200810,1
Glover,Brian,R,A00934848,201220,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,63,71,201120,1
Glover,Sophia,W,A00955777,201220,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,52,25,200920,1
Fuller,Harriett,V,A00964233,201320,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,45,22,200720,0
Owens,Joel,V,A00961125,201320,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,55,76,201020,1
Wood,Mollie,E,A00934905,201310,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,55,84,200710,1
Mendez,Hilda,I,A00927990,201420,F,U,BH,BS,BS-BH,PSDA,,,,POTD,HON,53,81,201320,1
Newman,Leroy,P,A00960247,201420,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,63,21,201220,1
Douglas,Todd,S,A00951101,201420,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,47,93,201220,1
Parsons,Brian,B,A00948297,201420,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,72,69,200920,1
Salazar,Mabel,R,A00969496,201520,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,57,38,201420,0
Tran,Joel,B,A00907008,201520,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,42,99,201420,1
Lowe,Amy,G,A00914056,201510,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,64,65,201210,0
Collier,Chester,K,A00980780,201520,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,41,49,201220,0
Williams,Phillip,E,A00992080,201510,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,47,33,201010,1
Blake,Fannie,W,A00946184,201520,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,55,40,201220,0
Hudson,Teresa,G,A00936878,201620,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,77,27,201520,1
Aguilar,Lucy,S,A00914657,201620,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,39,60,201020,1
Estrada,Maggie,A,A00928161,201620,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,51,69,201520,1
Thompson,Marguerite,T,A00937118,201620,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,49,42,201520,1
Rodgers,Herbert,I,A00979255,201610,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,52,23,201410,0
Griffith,Ina,J,A00932268,201620,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,79,59,201020,1
Mendez,Jonathan,X,A00912872,201720,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,64,40,201320,1
Wagner,Kyle,F,A00940835,201720,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,48,97,201420,1
Daniels,Leroy,C,A00955631,201720,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,57,41,201220,0
Vasquez,Carolyn,Z,A00920499,201720,F,U,BH,BS,BS-BH,PSDA,,,,POTD,HON,59,37,201120,0
Schmidt,Allen,P,A00977686,201720,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,62,17,201320,1
Powers,Gavin,L,A00982381,201720,F,U,BH,BS,BS-BH,PSDA,,,,POTD,HON,62,98,201320,1
Collier,Barbara,O,A00925235,201710,F,U,BH,BS,BS-BH,PSDA,,,,POTD,,58,41,201110,0
Ross,Minerva,B,A00905903,201020,M,U,BH,BS,BS-BH,PSYA,,SOC,,,,60,48,200720,0
Davis,Tony,Q,A00934115,201020,M,U,BH,BS,BS-BH,PSYA,,,,,,54,42,200920,1
Hardy,Chase,N,A00956186,201020,F,U,BH,BS,BS-BH,PSYA,,,,AGST,,49,18,200820,1
Mathis,Mamie,J,A00916344,201010,M,U,BH,BS,BS-BH,PSYA,,,,,,65,61,200710,0
Barnett,Lawrence,L,A00963001,201020,F,U,BH,BS,BS-BH,PSYA,,SOC,,,,41,41,200720,1
Chapman,Genevieve,G,A00939847,201020,F,U,BH,BS,BS-BH,PSYA,,,,,,51,25,200920,1
Day,Alberta,M,A00921361,201010,M,U,BH,BS,BS-BH,PSYA,,,,,,48,79,200710,0
McKenzie,Linnie,O,A00960827,201120,F,U,BH,BS,BS-BH,PSYA,,,,,,36,85,200720,1
Carr,Theodore,A,A00958649,201110,F,U,BH,BS,BS-BH,PSYA,,,,,,35,75,200510,1
Webster,Frances,R,A00934602,201120,M,U,BH,BS,BS-BH,PSYA,,,,,,78,37,200520,1
Hopkins,Iva,A,A00906641,201120,F,U,BH,BA,BA-BH,PSYA,,,,CCST,,47,25,200920,0
Santiago,Emily,A,A00984335,201120,M,U,BH,BA,BA-BH,PSYA,REL,,,PTHE,,63,81,200620,1
Barker,Elva,C,A00929319,201120,M,U,BH,BA,BA-BH,PSYA,,,,CCST,,47,25,200820,1
Lynch,Elizabeth,C,A00963849,201120,F,U,BH,BS,BS-BH,PSYA,,,,,,50,84,200520,1
Sutton,Tom,H,A00968327,201220,M,U,BH,BS,BS-BH,PSYA,,,,,,38,97,201120,1
Yates,Timothy,N,A00985604,201220,M,U,BH,BA,BA-BH,PSYA,,,,CCST,,56,30,200620,1
Simon,Walter,C,A00971662,201220,F,U,BH,BS,BS-BH,PSYA,,,,,,51,50,200920,1
Coleman,Teresa,L,A00902028,201220,F,U,BH,BS,BS-BH,PSYA,,,,,,58,75,200820,0
Grant,Marcus,N,A00939284,201220,F,U,BH,BA,BA-BH,PSYA,REL,,,PTHE,,65,53,200720,0
Lopez,Isaac,D,A00918766,201220,F,U,BH,BA,BA-BH,PSYA,REL,,,PTHE,,43,20,200920,0
Diaz,Albert,T,A00947739,201320,F,U,BH,BS,BS-BH,PSYA,,,,,,43,56,200920,1
Hart,Danny,P,A00945614,201310,F,U,BH,BS,BS-BH,PSYA,,,,AGST,,45,13,200810,0
Rodriguez,Evan,S,A00963777,201310,F,U,BH,BS,BS-BH,PSYA,,,,,,63,61,201010,1
Sherman,Justin,D,A00928980,201320,F,U,BH,BS,BS-BH,PSYA,,SOC,,,,42,26,200920,0
Chambers,Ola,F,A00944659,201310,F,U,BH,BS,BS-BH,PSYA,,,,,,52,21,201010,0
Cook,Alice,W,A00984737,201320,F,U,BH,BS,BS-BH,PSYA,,,,,,38,93,200920,1
Drake,Dorothy,A,A00918967,201420,M,U,BH,BS,BS-BH,PSYA,,,,,,46,29,201320,1
Vega,Dominic,W,A00966940,201420,M,U,BH,BS,BS-BH,PSYA,,,,,,40,18,200820,0
Jensen,Christina,L,A00940108,201420,F,U,BH,BA,BA-BH,PSYA,,,,CCST,,43,96,200920,1
Chandler,Ethel,I,A00916872,201420,F,U,BH,BS,BS-BH,PSYA,,,,,,51,33,200920,0
Frank,Eula,E,A00951839,201420,M,U,BH,BA,BA-BH,PSYA,,,,CCST,,44,71,200820,1
Mann,Roxie,Z,A00932027,201510,M,U,BH,BA,BA-BH,PSYA,,,,CCST,,48,67,201110,1
Mann,Juan,Q,A00902429,201520,M,U,BH,BS,BS-BH,PSYA,,,,,,33,41,201120,0
Jacobs,Georgia,Q,A00972758,201510,M,U,BH,BA,BA-BH,PSYA,REL,,,PTHE,,50,17,201410,0
Townsend,Rosalie,M,A00983613,201520,F,U,BH,BA,BA-BH,PSYA,,,,CCST,,52,76,201020,1
Lynch,Rosalie,I,A00967948,201620,F,U,BH,BS,BS-BH,PSYA,,,,,,44,58,201520,1
Cunningham,Willie,I,A00912803,201620,F,U,BH,BS,BS-BH,PSYA,,,,,,57,25,201320,1
Graham,Winifred,N,A00956180,201620,M,U,BH,BS,BS-BH,PSYA,,,,AGST,,56,79,201020,1
Moore,Augusta,N,A00910495,201620,F,U,BH,BA,BA-BH,PSYA,,,,CCST,,38,36,201120,0
Lindsey,Catherine,H,A00999994,201720,F,U,BH,BS,BS-BH,PSYA,,,,,,46,76,201620,1
Ford,Lydia,J,A00980905,201720,F,U,BH,BS,BS-BH,PSYA,,,,,,45,49,201320,1
McDaniel,Lelia,V,A00972390,201720,M,U,BH,BA,BA-BH,PSYA,REL,,,PTHE,,63,68,201120,0
Brewer,Virgie,S,A00947393,201720,F,U,BH,BS,BS-BH,PSYA,,,,,,62,55,201120,0
Myers,Linnie,F,A00935867,201020,F,U,BH,BS,BS-BH,PSYC,,,,,,35,32,200620,0
Erickson,Nancy,U,A00934232,201020,M,U,BH,BS,BS-BH,PSYC,,,,CCST,,31,59,200420,1
Hardy,Glenn,K,A00985546,201020,F,U,BH,BS,BS-BH,PSYC,,,,PPTD,,51,74,200420,1
Harmon,Elva,A,A00932878,201010,F,U,BH,BS,BS-BH,PSYC,,BIOL,PHIL,HON,ETH,54,98,200910,1
French,Rosie,F,A00970402,201020,F,U,BH,BS,BS-BH,PSYC,,,,CCST,AGST,38,12,200420,1
Lowe,Jose,C,A00963015,201020,F,U,BH,BS,BS-BH,PSYC,,,,,,66,59,200420,0
Cooper,Phoebe,C,A00951554,201020,F,U,BH,BS,BS-BH,PSYC,,,,,,65,54,200620,1
Rose,Gary,E,A00905301,201020,F,U,BH,BS,BS-BH,PSYC,SPAN,,,CCST,CHRF,39,14,200620,1
Edwards,Chris,R,A00900031,201020,F,U,BH,BS,BS-BH,PSYC,,,,PPT,CCST,50,35,200520,0
Simpson,Mitchell,X,A00920736,201020,F,U,BH,BS,BS-BH,PSYC,,,,PPT,GCAS,35,53,200920,0
Bowen,Floyd,X,A00910623,201020,F,U,BH,BS,BS-BH,PSYC,,BIOL,PHIL,HON,ETH,43,23,200720,0
Reid,Millie,G,A00909853,201020,F,U,BH,BA,BA-BH,PSYC,,BADM,,CCST,,60,87,200620,1
Marsh,Georgie,W,A00934183,201010,F,U,BH,BS,BS-BH,PSYC,,,,AGST,,46,41,200710,1
Reid,Wesley,P,A00945338,201020,F,U,BH,BS,BS-BH,PSYC,,,,,,45,89,200520,0
Day,Milton,L,A00910047,201010,M,U,BH,BS,BS-BH,PSYC,,SOC,,CCST,,51,60,200510,0
Stevens,Randall,X,A00965310,201010,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,61,78,200710,1
Logan,Tommy,R,A00903696,201020,F,U,BH,BS,BS-BH,PSYC,,,,PMED,HON,51,10,200420,1
Singleton,Rebecca,T,A00902689,201020,M,U,BH,BS,BS-BH,PSYC,,SOC,,,,45,11,200920,1
Abbott,Edna,D,A00970509,201020,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,48,79,200920,0
Paul,Rosie,J,A00930379,201020,F,U,BH,BS,BS-BH,PSYC,,,,POT,,51,63,200720,1
Moran,Blanche,T,A00951144,201020,F,U,BH,BS,BS-BH,PSYC,SPAN,,,HON,,64,84,200720,1
Cox,Mamie,T,A00912855,201020,F,U,BH,BS,BS-BH,PSYC,,BIOL,PHIL,HON,ETH,44,39,200720,0
Stone,Sarah,B,A00940173,201020,F,U,BH,BS,BS-BH,PSYC,,SOC,,CCST,,64,29,200420,1
Farmer,Sallie,H,A00933297,201020,F,U,BH,BS,BS-BH,PSYC,,,,,,54,61,200520,1
Pittman,Dora,V,A00984426,201020,F,U,BH,BS,BS-BH,PSYC,,,,CCST,AGST,43,83,200520,1
Palmer,Inez,M,A00923264,201020,F,U,BH,BA,BA-BH,PSYC,,GEND,,CCST,,61,31,200920,1
Holland,Jerome,I,A00964264,201020,F,U,BH,BS,BS-BH,PSYC,,,,,,54,62,200920,0
Howard,Stanley,V,A00959790,201010,F,U,BH,BS,BS-BH,PSYC,SMGT,,,,,41,78,200610,1
Beck,Evan,W,A00912210,201020,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,34,75,200520,0
Chambers,Devin,C,A00993753,201020,F,U,BH,BA,BA-BH,PSYC,,,,PPT,,56,28,200420,1
Hogan,Eddie,V,A00945255,201020,F,U,BH,BS,BS-BH,PSYC,,CRIM,SOC,CCST,,59,99,200620,1
Curry,Barbara,X,A00982091,201020,M,U,BH,BS,BS-BH,PSYC,,MKTG,,,,42,63,200720,1
Mendez,Christina,P,A00921567,201020,F,U,BH,BS,BS-BH,PSYC,,SPAN,,POTD,MTCS,53,65,200520,1
Roberson,Fanny,W,A00932545,201020,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,56,89,200420,1
Atkins,Lou,G,A00978921,201020,F,U,BH,BS,BS-BH,PSYC,,CRIM,,CCST,,56,33,200620,1
Sims,Bernard,S,A00915070,201020,F,U,BH,BS,BS-BH,PSYC,,,,CCST,,66,99,200820,1
Kennedy,Violet,V,A00900618,201020,F,U,BH,BS,BS-BH,PSYC,,,,CCST,AGST,36,47,200420,1
Taylor,Caleb,W,A00951641,201020,F,U,BH,BA,BA-BH,PSYC,,GEND,,CCST,,39,50,200420,1
Walton,Lizzie,M,A00936397,201010,F,U,BH,BS,BS-BH,PSYC,,,,,,46,19,200610,1
Wallace,Dora,T,A00943637,201020,F,U,BH,BS,BS-BH,PSYC,,,,PATG,,40,65,200420,0
Goodman,Mittie,U,A00983824,201020,F,U,BH,BS,BS-BH,PSYC,,,,AGST,,52,94,200420,0
Brock,Leroy,T,A00993682,201020,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,49,80,200520,0
Warner,Allen,O,A00924617,201020,F,U,BH,BS,BS-BH,PSYC,,SOC,,SRES,HON,62,64,200820,1
Joseph,Sally,I,A00958685,201020,F,U,BH,BS,BS-BH,PSYC,,,,HON,,49,72,200620,1
Hudson,Phillip,P,A00951142,201010,F,U,BH,BS,BS-BH,PSYC,,,,AGST,,61,18,200410,0
McCormick,Agnes,U,A00933678,201010,F,U,BH,BS,BS-BH,PSYC,,,,PMED,HON,32,87,200610,0
Johnson,Johanna,V,A00948563,201020,F,U,BH,BS,BS-BH,PSYC,,CRIM,,CCST,,50,47,200720,1
Lucas,Tony,F,A00943759,201020,F,U,BH,BS,BS-BH,PSYC,HBIO,,,POTD,,44,45,200920,1
Myers,Tommy,Q,A00963152,201010,M,U,BH,BS,BS-BH,PSYC,,SOC,,CCST,,63,87,200810,1
Andrews,Lina,B,A00996854,201020,F,U,BH,BS,BS-BH,PSYC,,SOC,,,,53,60,200420,1
Johnson,Lilly,A,A00971167,201020,F,U,BH,BS,BS-BH,PSYC,,,,POT,,43,51,200520,1
